기상관측일시,일사량(w/m^2),습도(%),절대습도,기온(degC),대기압(hPa)
2024-07-12 5:00,0,72.147,0.015,21.562,986.4568
2024-07-12 6:00,23.962,71.647,0.015,21.781,986.59753
2024-07-12 7:00,95.475,72.431,0.016,22.706,986.9289
2024-07-12 8:00,199.683,71.089,0.016,23.794,986.9654
2024-07-12 9:00,352.581,68.884,0.016,25.47,986.98676
2024-07-12 10:00,505.756,65.874,0.016,27.294,986.77185
2024-07-12 11:00,615.759,62.45,0.016,29.177,986.51636
2024-07-12 12:00,692.508,59.763,0.016,30.692,986.1196
2024-07-12 13:00,751.853,58.196,0.016,31.108,985.5956
2024-07-12 14:00,721.395,56.048,0.016,31.113,985.27094
2024-07-12 15:00,606.363,54.917,0.016,30.662,985.1805
2024-07-12 16:00,456.216,54.642,0.017,29.852,985.05725
2024-07-12 17:00,304.384,56.846,0.017,28.435,985.10144
2024-07-12 18:00,181.293,58.178,0.017,27.244,985.2974
2024-07-12 19:00,52.701,59.886,0.017,25.456,985.8686
2024-07-12 20:00,0,63.175,0.016,24.042,986.1999
2024-07-12 21:00,0,64.883,0.016,22.768,986.62573
2024-07-12 22:00,0,66.169,0.016,22.486,986.929
2024-07-12 23:00,0,67.552,0.016,22.224,987.00073
2024-07-13 0:00,0,68.658,0.016,22.05,987.2478
2024-07-13 1:00,0,66.465,0.015,21.587,988.0738
2024-07-13 2:00,0,66.663,0.015,21.337,987.9495
2024-07-13 3:00,0,67.464,0.015,21.148,988.04944
2024-07-13 4:00,0,69.551,0.015,21.214,988.52454
2024-07-13 5:00,0,69.797,0.015,21.365,989.0272
2024-07-13 6:00,26.769,70.646,0.016,21.924,989.39294
2024-07-13 7:00,138.15,69.03,0.016,23.633,989.79565
2024-07-13 8:00,282.115,67.589,0.016,25.413,989.9801
2024-07-13 9:00,434.33,66.183,0.017,27.15,990.1202
2024-07-13 10:00,575.204,63.874,0.017,28.982,990.26013
2024-07-13 11:00,674.39,62.413,0.017,30.737,990.2098
2024-07-13 12:00,764.329,58.953,0.017,32.225,990.1202
2024-07-13 13:00,755.102,54.942,0.016,32.051,989.9011
2024-07-13 14:00,717.105,53.487,0.016,31.65,989.884
2024-07-13 15:00,598.254,49.378,0.016,30.835,989.6692
2024-07-13 16:00,423.496,56.313,0.017,28.931,989.9206
2024-07-13 17:00,275.189,61.97,0.018,27.886,990.1089
2024-07-13 18:00,172.465,63.519,0.018,27.102,990.4123
2024-07-13 19:00,47.244,67.786,0.018,25.875,990.97955
2024-07-13 20:00,0,67.079,0.017,24.381,991.64545
2024-07-13 21:00,0,68.064,0.016,23.194,992.3169
2024-07-13 22:00,0,67.706,0.016,23.138,992.52057
2024-07-13 23:00,0,67.348,0.016,23.083,992.72424
2024-07-14 0:00,0,66.989,0.016,23.028,992.9279
2024-07-14 1:00,0,72.889,0.016,23.168,991.85767
2024-07-14 2:00,0,74.02,0.017,22.88,991.7143
2024-07-14 3:00,0,72.494,0.016,22.78,991.7432
2024-07-14 4:00,0,70.203,0.015,22.614,991.97565
2024-07-14 5:00,0,71.743,0.015,22.406,992.245
2024-07-14 6:00,18.21,72.416,0.015,22.575,992.3429
2024-07-14 7:00,106.93,71.013,0.015,23.915,992.62964
2024-07-14 8:00,217.01,69.631,0.016,25.376,992.71375
2024-07-14 9:00,326.528,65.366,0.016,26.758,993.20654
2024-07-14 10:00,457.117,63.008,0.016,27.976,993.22095
2024-07-14 11:00,569.496,62.625,0.016,29.028,993.1979
2024-07-14 12:00,590.89,61.405,0.016,29.906,993.00244
2024-07-14 13:00,601.475,60.658,0.016,29.596,992.9508
2024-07-14 14:00,550.861,60.2,0.016,29.002,992.8847
2024-07-14 15:00,500.73,58.681,0.016,29.124,992.86053
2024-07-14 16:00,414.713,59.168,0.016,28.273,992.8979
2024-07-14 17:00,281.776,62.335,0.017,27.165,992.9621
2024-07-14 18:00,159.209,62.957,0.017,26.923,993.142
2024-07-14 19:00,44.904,64.889,0.017,25.744,993.89484
2024-07-14 20:00,0,68.606,0.017,24.609,994.4626
2024-07-14 21:00,0,69.222,0.016,23.764,995.10693
2024-07-14 22:00,0,67.837,0.016,23.532,995.0929
2024-07-14 23:00,0,68.185,0.016,23.466,995.20953
2024-07-15 0:00,0,72.023,0.016,23.216,995.23645
2024-07-15 1:00,0,70.089,0.016,22.626,994.63947
2024-07-15 2:00,0,70.645,0.016,22.545,994.51776
2024-07-15 3:00,0,71.159,0.016,22.462,994.5371
2024-07-15 4:00,0,72.705,0.016,22.331,994.86896
2024-07-15 5:00,0,73.012,0.016,22.198,995.2678
2024-07-15 6:00,22.003,73.781,0.016,22.417,995.6456
2024-07-15 7:00,126.233,70.822,0.016,23.653,995.7265
2024-07-15 8:00,237.085,68.393,0.016,24.945,995.8149
2024-07-15 9:00,383.572,65.831,0.016,26.105,995.89417
2024-07-15 10:00,457.196,62.998,0.016,27.825,995.8147
2024-07-15 11:00,535.063,61.221,0.017,29.266,995.6995
2024-07-15 12:00,566.781,59.793,0.017,30.316,995.4596
2024-07-15 13:00,659.678,59.659,0.017,30.417,995.0315
2024-07-15 14:00,629.454,59.35,0.017,30.622,994.64105
2024-07-15 15:00,554.745,60.049,0.017,30.158,994.37213
2024-07-15 16:00,430.509,61.653,0.017,28.873,994.3468
2024-07-15 17:00,292.116,62.941,0.017,27.777,994.347
2024-07-15 18:00,152.074,64.917,0.017,26.667,994.58466
2024-07-15 19:00,42.371,66.01,0.017,25.706,995.0457
2024-07-15 20:00,0,67.195,0.017,24.791,995.29694
2024-07-15 21:00,0,68.315,0.017,24.029,995.76117
2024-07-15 22:00,0,69.485,0.016,23.742,996.0057
2024-07-15 23:00,0,69.981,0.016,23.605,996.2582
2024-07-16 0:00,0,70.697,0.016,23.451,996.38995
2024-07-16 1:00,0,73.666,0.017,23.49,995.98724
2024-07-16 2:00,0,73.624,0.017,23.456,995.63416
2024-07-16 3:00,0,72.064,0.017,23.4,995.542
2024-07-16 4:00,0,72.737,0.016,23.128,995.65314
2024-07-16 5:00,0,73.792,0.016,22.943,995.89246
2024-07-16 6:00,20.274,74.412,0.016,23.116,996.01544
2024-07-16 7:00,85.258,73.548,0.016,24.017,995.985
2024-07-16 8:00,171.594,72.06,0.017,24.782,995.9459
2024-07-16 9:00,257.205,71.286,0.017,25.332,995.82214
2024-07-16 10:00,317.998,69.147,0.017,26.724,995.43134
2024-07-16 11:00,432.876,67.092,0.017,27.714,995.36523
2024-07-16 12:00,456.369,67.021,0.018,28.684,995.10974
2024-07-16 13:00,410.118,68.416,0.018,27.14,995
2024-07-16 14:00,316.926,70.806,0.018,25.769,994.62494
2024-07-16 15:00,165.168,72.465,0.017,24.918,994.95245
2024-07-16 16:00,107.923,80.13,0.017,23.769,994.9759
2024-07-16 17:00,73.312,80.907,0.017,23.013,995.38666
2024-07-16 18:00,47.16,80.814,0.016,22.774,995.20825
2024-07-16 19:00,16.188,81.182,0.016,22.46,995.3454
2024-07-16 20:00,0,81.359,0.016,22.464,995.34045
2024-07-16 21:00,0,81.159,0.016,22.381,995.10425
2024-07-16 22:00,0,80.895,0.016,22.486,994.9982
2024-07-16 23:00,0,81.211,0.016,22.387,994.5675
2024-07-17 0:00,0,81.143,0.016,22.324,994.093
2024-07-17 1:00,0,73.749,0.017,23.327,994.129
2024-07-17 2:00,0,73.322,0.017,23.324,993.4161
2024-07-17 3:00,0,72.717,0.017,23.382,993.0994
2024-07-17 4:00,0,72.689,0.017,23.405,993.3295
2024-07-17 5:00,0,73.06,0.017,23.42,993.2679
2024-07-17 6:00,16.17,72.862,0.017,23.568,993.4506
2024-07-17 7:00,72.98,71.467,0.017,24.372,993.5829
2024-07-17 8:00,180.221,69.937,0.018,25.541,993.8728
2024-07-17 9:00,304.588,66.528,0.018,26.652,993.94934
2024-07-17 10:00,354.023,65.121,0.018,27.192,994.3071
2024-07-17 11:00,356.314,64.149,0.018,27.618,994.3227
2024-07-17 12:00,379.092,63.373,0.018,28.126,994.2911
2024-07-17 13:00,398.959,61.849,0.018,28.371,994.01874
2024-07-17 14:00,436.331,62.683,0.018,28.084,993.9237
2024-07-17 15:00,371.484,63.504,0.018,27.839,993.6625
2024-07-17 16:00,284.882,65.101,0.018,26.989,993.5482
2024-07-17 17:00,187.734,66.494,0.018,26.469,993.35913
2024-07-17 18:00,100.758,67.19,0.018,25.965,993.0292
2024-07-17 19:00,33.362,68.438,0.018,25.344,993.1368
2024-07-17 20:00,0,70.253,0.018,24.798,993.116
2024-07-17 21:00,0,70.486,0.018,24.455,993.14465
2024-07-17 22:00,0,70.12,0.018,24.358,992.9748
2024-07-17 23:00,0,69.753,0.018,24.262,992.80493
2024-07-18 0:00,0,69.386,0.018,24.165,992.6351
2024-07-18 1:00,0,73.694,0.018,24.193,990.64594
2024-07-18 2:00,0,72.621,0.017,24.009,989.9681
2024-07-18 3:00,0,72.515,0.017,23.891,989.498
2024-07-18 4:00,0,73.508,0.017,23.92,989.3678
2024-07-18 5:00,0,74.553,0.017,23.906,989.6179
2024-07-18 6:00,9.908,75.63,0.017,24.006,989.73566
2024-07-18 7:00,39.115,76.017,0.018,24.34,989.48645
2024-07-18 8:00,87.332,75.012,0.018,24.71,989.0207
2024-07-18 9:00,132.906,74.576,0.018,25.043,988.7479
2024-07-18 10:00,131.798,73.636,0.018,24.781,988.64124
2024-07-18 11:00,117.887,81.195,0.018,23.525,988.995
2024-07-18 12:00,164.359,80.76,0.018,23.822,988.72943
2024-07-18 13:00,167.015,80.505,0.018,23.764,988.425
2024-07-18 14:00,137.981,81.718,0.018,23.753,987.76953
2024-07-18 15:00,129.023,82.051,0.017,23.387,988.02344
2024-07-18 16:00,152.894,80.912,0.018,23.51,987.13196
2024-07-18 17:00,98.18,79.599,0.018,23.685,986.9354
2024-07-18 18:00,61.161,79.087,0.018,23.921,986.6932
2024-07-18 19:00,28.448,78.379,0.018,23.823,986.69904
2024-07-18 20:00,0,78.027,0.018,23.694,987.0824
2024-07-18 21:00,0,77.513,0.018,23.761,987.3107
2024-07-18 22:00,0,74.904,0.018,23.774,987.5235
2024-07-18 23:00,0,72.296,0.018,23.787,987.73627
2024-07-19 0:00,0,69.688,0.018,23.801,987.94904
2024-07-19 1:00,0,60.648,0.018,23.982,988.8183
2024-07-19 2:00,0,63.282,0.018,23.788,988.8264
2024-07-19 3:00,0,62.618,0.018,23.673,989.2456
2024-07-19 4:00,0,64.408,0.018,23.652,989.386
2024-07-19 5:00,0,65.214,0.018,23.653,989.6694
2024-07-19 6:00,17.131,64.703,0.017,23.519,990.05084
2024-07-19 7:00,78.628,64.899,0.017,23.909,990.4452
2024-07-19 8:00,150.77,66.766,0.017,24.455,990.80664
2024-07-19 9:00,250.101,66.95,0.018,25.195,991.16614
2024-07-19 10:00,384.828,66.893,0.018,26.339,991.2346
2024-07-19 11:00,399.746,67.577,0.018,27.356,991.24744
2024-07-19 12:00,470.741,68.177,0.018,28.131,991.30597
2024-07-19 13:00,505.564,66.67,0.019,28.117,991.07965
2024-07-19 14:00,459.538,65.185,0.019,27.592,990.8292
2024-07-19 15:00,397.77,67.209,0.019,27.007,990.7695
2024-07-19 16:00,319.432,67.109,0.018,26.501,990.823
2024-07-19 17:00,214.184,64.982,0.018,25.889,991.0283
2024-07-19 18:00,146.646,62.44,0.018,25.838,991.0285
2024-07-19 19:00,47.073,62.383,0.017,24.975,991.3721
2024-07-19 20:00,0,63.419,0.017,23.9,991.88
2024-07-19 21:00,0,64.552,0.017,23.176,992.4438
2024-07-19 22:00,0,66.312,0.017,23.12,992.61475
2024-07-19 23:00,0,69.303,0.017,23.05,992.7414
2024-07-20 0:00,0,71.152,0.017,23.022,992.6477
2024-07-20 1:00,0,72.27,0.017,23.13,992.41364
2024-07-20 2:00,0,72.332,0.017,23.26,992.20166
2024-07-20 3:00,0,73.202,0.017,23.101,992.17554
2024-07-20 4:00,0,74.463,0.017,23.129,992.3745
2024-07-20 5:00,0,76.596,0.017,22.855,992.43256
2024-07-20 6:00,17.074,78.34,0.017,23.124,992.59924
2024-07-20 7:00,75.397,78.513,0.017,24.336,993.081
2024-07-20 8:00,135.426,78.21,0.018,25.159,993.13873
2024-07-20 9:00,214.587,78.856,0.018,25.458,993.4908
2024-07-20 10:00,150.005,81.628,0.019,24.824,993.7971
2024-07-20 11:00,162.362,82.573,0.019,24.802,993.49194
2024-07-20 12:00,212.041,81.437,0.019,25.546,993.3446
2024-07-20 13:00,284.525,79.626,0.019,26.14,992.86633
2024-07-20 14:00,300.785,75.138,0.019,27.091,992.2887
2024-07-20 15:00,351.683,72.291,0.02,28.204,991.85455
2024-07-20 16:00,311.949,69.03,0.02,28.639,991.3812
2024-07-20 17:00,209.503,68.776,0.02,28.042,991.65326
2024-07-20 18:00,136.919,67.847,0.019,27.744,991.228
2024-07-20 19:00,36.402,68.324,0.019,26.807,991.15063
2024-07-20 20:00,0,68.418,0.018,26.123,991.3845
2024-07-20 21:00,0,69.013,0.018,25.778,991.84064
2024-07-20 22:00,0,70.083,0.018,25.668,991.46606
2024-07-20 23:00,0,71.103,0.019,25.52,990.74335
2024-07-21 0:00,0,75.95,0.019,24.977,990.5729
2024-07-21 1:00,0,71.711,0.018,25.501,990.2699
2024-07-21 2:00,0,72.183,0.018,25.414,989.623
2024-07-21 3:00,0,73.86,0.019,25.102,989.3522
2024-07-21 4:00,0,77.13,0.019,24.804,989.4488
2024-07-21 5:00,0,77.727,0.019,24.78,989.67773
2024-07-21 6:00,11.122,78.618,0.019,24.742,990.1472
2024-07-21 7:00,42.2,77.101,0.019,25.145,990.6157
2024-07-21 8:00,104.07,75.967,0.019,25.552,991.03906
2024-07-21 9:00,190.04,73.847,0.019,25.883,991.5957
2024-07-21 10:00,335.717,71.856,0.019,27.517,992.0144
2024-07-21 11:00,447.46,67.986,0.018,28.592,992.4128
2024-07-21 12:00,492.83,65.583,0.018,29.707,992.4089
2024-07-21 13:00,444.798,66.095,0.018,28.651,991.88074
2024-07-21 14:00,443.431,64.62,0.018,29.62,992.0449
2024-07-21 15:00,556.323,62.768,0.018,30.414,991.93945
2024-07-21 16:00,429.205,61.958,0.018,29.616,991.8585
2024-07-21 17:00,304.74,61.212,0.018,29.105,991.75507
2024-07-21 18:00,182.988,63.645,0.019,28.006,991.7704
2024-07-21 19:00,44.321,64.72,0.019,26.588,992.04065
2024-07-21 20:00,0,65.88,0.018,25.249,992.53577
2024-07-21 21:00,0,66.674,0.018,24.166,993.02094
2024-07-21 22:00,0,67.872,0.018,24.017,993.36145
2024-07-21 23:00,0,69.203,0.017,23.6,993.51337
2024-07-22 0:00,0,70.35,0.017,23.462,993.43695
2024-07-22 1:00,0,70.012,0.019,24.783,993.7385
2024-07-22 2:00,0,69.962,0.019,24.698,993.43713
2024-07-22 3:00,0,70.764,0.019,24.651,993.3358
2024-07-22 4:00,0,70.41,0.019,24.61,993.42596
2024-07-22 5:00,0,70.627,0.018,24.429,993.45905
2024-07-22 6:00,18.073,70.427,0.018,24.498,993.67676
2024-07-22 7:00,127.668,68.943,0.018,25.665,993.842
2024-07-22 8:00,240.924,67.885,0.019,27.042,993.8004
2024-07-22 9:00,352.945,66.026,0.019,28.157,993.87885
2024-07-22 10:00,449.249,64.194,0.019,28.829,993.7122
2024-07-22 11:00,438.526,63.91,0.019,29.588,993.721
2024-07-22 12:00,445.917,64.673,0.019,30.192,993.6272
2024-07-22 13:00,503.203,63.288,0.02,30.653,993.0076
2024-07-22 14:00,567.106,63.958,0.02,30.041,992.367
2024-07-22 15:00,529.29,63.403,0.02,30.131,991.7368
2024-07-22 16:00,425.378,62.496,0.02,29.22,991.08
2024-07-22 17:00,266.828,64.705,0.02,28.375,990.8472
2024-07-22 18:00,148.28,65.381,0.02,27.698,990.4866
2024-07-22 19:00,42.354,65.174,0.019,26.873,990.3411
2024-07-22 20:00,0,66.927,0.019,26.09,990.384
2024-07-22 21:00,0,67.511,0.019,25.65,990.7411
2024-07-22 22:00,0,67.017,0.019,25.614,990.8552
2024-07-22 23:00,0,67.517,0.019,25.496,990.8854
2024-07-23 0:00,0,67.226,0.019,25.381,990.7349
2024-07-23 1:00,0,67.896,0.018,25.513,990.3155
2024-07-23 2:00,0,69.815,0.018,25.388,990.1494
2024-07-23 3:00,0,71.563,0.018,25.269,990.17847
2024-07-23 4:00,0,71.94,0.018,25.354,990.49756
2024-07-23 5:00,0,72.533,0.018,25.443,990.6195
2024-07-23 6:00,13.281,72.323,0.018,25.553,990.6169
2024-07-23 7:00,58.063,73.391,0.018,25.946,990.9047
2024-07-23 8:00,109.655,74.104,0.019,26.06,991.3012
2024-07-23 9:00,143.516,78.507,0.019,25.986,991.5348
2024-07-23 10:00,256.083,75.723,0.02,27.194,991.2051
2024-07-23 11:00,282.021,76.454,0.02,26.862,991.1547
2024-07-23 12:00,323.525,75.301,0.02,26.515,991.01044
2024-07-23 13:00,281.329,75.102,0.02,26.379,990.6927
2024-07-23 14:00,196.79,74.75,0.02,26.261,990.66016
2024-07-23 15:00,207.279,72.025,0.02,26.383,990.2141
2024-07-23 16:00,269.746,70.658,0.02,27.213,989.99286
2024-07-23 17:00,191.328,67.189,0.02,27.471,989.59094
2024-07-23 18:00,127.78,67.038,0.02,27.54,989.45337
2024-07-23 19:00,38.309,68.079,0.02,26.601,989.5673
2024-07-23 20:00,0,69.435,0.019,25.876,989.87616
2024-07-23 21:00,0,70.793,0.019,25.39,990.04846
2024-07-23 22:00,0,71.4,0.02,25.259,990.35986
2024-07-23 23:00,0,71.209,0.019,25.182,990.4269
2024-07-24 0:00,0,70.927,0.019,25.135,990.4286
2024-07-24 1:00,0,72.736,0.019,24.711,990.15466
2024-07-24 2:00,0,73.151,0.019,24.55,989.9745
2024-07-24 3:00,0,74.175,0.019,24.317,989.979
2024-07-24 4:00,0,74.547,0.019,24.343,990.327
2024-07-24 5:00,0,74.346,0.019,24.271,990.11566
2024-07-24 6:00,16.52,74.33,0.019,24.498,990.4345
2024-07-24 7:00,113.336,72.867,0.019,25.897,990.52563
2024-07-24 8:00,237.686,72.378,0.02,27.248,990.8248
2024-07-24 9:00,365.693,71.359,0.02,28.723,990.8109
2024-07-24 10:00,500.536,69.513,0.02,30.201,990.7159
2024-07-24 11:00,501.336,68.194,0.02,30.802,990.64594
2024-07-24 12:00,581.256,64.118,0.02,32.238,990.35394
2024-07-24 13:00,620.469,60.657,0.019,32.778,989.5876
2024-07-24 14:00,678.073,59.98,0.02,33.153,989.1257
2024-07-24 15:00,627.896,58.624,0.019,32.652,988.7881
2024-07-24 16:00,473.511,59.524,0.02,31.418,988.91235
2024-07-24 17:00,328.391,60.548,0.02,30.671,988.8741
2024-07-24 18:00,175.125,62.575,0.02,29.446,988.9703
2024-07-24 19:00,42.768,64.288,0.02,27.871,989.52527
2024-07-24 20:00,0,66.608,0.02,26.627,990.0035
2024-07-24 21:00,0,68.308,0.019,25.44,990.4571
2024-07-24 22:00,0,69.678,0.019,25.152,990.46747
2024-07-24 23:00,0,70.596,0.019,25.138,990.533
2024-07-25 0:00,0,71.522,0.019,24.988,990.4028
2024-07-25 1:00,0,69.36,0.019,24.517,990.2448
2024-07-25 2:00,0,69.769,0.019,24.505,989.8504
2024-07-25 3:00,0,70.734,0.019,24.316,989.55884
2024-07-25 4:00,0,71.016,0.019,24.329,989.75116
2024-07-25 5:00,0,71.777,0.019,24.123,989.9651
2024-07-25 6:00,15.828,71.992,0.019,24.471,990.38855
2024-07-25 7:00,133.774,69.661,0.019,26.306,990.5706
2024-07-25 8:00,302.737,68.054,0.019,28.5,990.7055
2024-07-25 9:00,476.649,65.929,0.02,30.639,990.6906
2024-07-25 10:00,614.822,60.664,0.019,31.738,990.66034
2024-07-25 11:00,707.457,60.29,0.019,32.492,990.63635
2024-07-25 12:00,773.54,55.572,0.018,34.612,990.3429
2024-07-25 13:00,815.472,55.465,0.018,34.36,989.8555
2024-07-25 14:00,717.174,56.684,0.019,33.311,989.6819
2024-07-25 15:00,651.873,56.313,0.019,33.625,989.34576
2024-07-25 16:00,457.017,59.937,0.02,32.098,989.6117
2024-07-25 17:00,271.963,60.215,0.02,30.491,989.8234
2024-07-25 18:00,157.085,62.952,0.02,29.48,989.9819
2024-07-25 19:00,42.283,66.278,0.021,28.341,990.6617
2024-07-25 20:00,0,69.274,0.02,27.09,991.30505
2024-07-25 21:00,0,66.834,0.019,26.272,991.9737
2024-07-25 22:00,0,68.703,0.02,25.98,992.1853
2024-07-25 23:00,0,70.021,0.02,25.701,992.29486
2024-07-26 0:00,0,69.172,0.02,25.531,992.31744
2024-07-26 1:00,0,70.8,0.018,24.825,992.5899
2024-07-26 2:00,0,70.219,0.018,24.888,992.3149
2024-07-26 3:00,0,70.474,0.018,24.815,992.08044
2024-07-26 4:00,0,71.426,0.018,24.787,992.4474
2024-07-26 5:00,0,72.34,0.018,24.582,992.6604
2024-07-26 6:00,14.274,72.778,0.018,24.584,993.0387
2024-07-26 7:00,142.842,71.714,0.018,26.295,993.5742
2024-07-26 8:00,283.019,71.007,0.019,28.026,993.76337
2024-07-26 9:00,401.075,68.614,0.019,29.629,993.92303
2024-07-26 10:00,439.641,66.677,0.019,30.495,993.7785
2024-07-26 11:00,478.954,63.824,0.019,31.393,993.7697
2024-07-26 12:00,530.837,62.55,0.019,31.874,993.6291
2024-07-26 13:00,598.93,59.162,0.018,31.622,993.3206
2024-07-26 14:00,593.373,59.621,0.019,31.363,993.0879
2024-07-26 15:00,493.177,60.484,0.019,30.699,992.9745
2024-07-26 16:00,329.859,61.157,0.019,30.026,993.0412
2024-07-26 17:00,226.646,62.787,0.019,28.894,993.2169
2024-07-26 18:00,105.381,72.63,0.02,27.097,993.48157
2024-07-26 19:00,25.166,70.068,0.019,26.372,994.2864
2024-07-26 20:00,0,70.569,0.018,26.043,995.14923
2024-07-26 21:00,0,72.333,0.018,25.843,995.77826
2024-07-26 22:00,0,72.212,0.018,25.839,995.8568
2024-07-26 23:00,0,72.091,0.018,25.836,995.9354
2024-07-27 0:00,0,71.97,0.018,25.833,996.014
2024-07-27 1:00,0,79.295,0.019,24.774,996.66376
2024-07-27 2:00,0,79.286,0.019,24.752,996.5092
2024-07-27 3:00,0,79.624,0.019,24.557,996.6253
2024-07-27 4:00,0,80.099,0.019,24.618,996.94354
2024-07-27 5:00,0,79.404,0.019,24.572,997.41455
2024-07-27 6:00,12.066,80.67,0.018,24.527,997.7929
2024-07-27 7:00,93.109,81.178,0.019,25.415,998.0019
2024-07-27 8:00,148.205,80.865,0.019,26.222,998.16943
2024-07-27 9:00,209.207,81.87,0.019,27.016,998.46954
2024-07-27 10:00,271.764,80.651,0.02,28.301,998.51764
2024-07-27 11:00,322.458,78.357,0.02,29.226,998.40283
2024-07-27 12:00,398.711,77.053,0.02,30.459,998.30457
2024-07-27 13:00,468.667,75.199,0.021,30.574,998.0978
2024-07-27 14:00,444.399,73.456,0.021,30.828,997.90564
2024-07-27 15:00,399.33,68.476,0.021,30.761,997.7173
2024-07-27 16:00,336.941,67.706,0.021,29.733,997.74695
2024-07-27 17:00,310.212,65.785,0.021,30.041,997.55035
2024-07-27 18:00,155.741,66.859,0.021,29.118,997.91144
2024-07-27 19:00,32.564,73.052,0.021,27.626,998.54895
2024-07-27 20:00,0,72.587,0.02,26.559,999.00635
2024-07-27 21:00,0,72.902,0.02,25.819,999.5818
2024-07-27 22:00,0,71.213,0.019,25.603,999.6983
2024-07-27 23:00,0,71.673,0.019,25.366,999.72144
2024-07-28 0:00,0,71.857,0.019,25.177,999.64465
2024-07-28 1:00,0,69.473,0.019,25.661,999.67456
2024-07-28 2:00,0,69.111,0.019,25.477,999.18933
2024-07-28 3:00,0,68.777,0.019,25.271,998.87415
2024-07-28 4:00,0,68.735,0.018,25.161,998.90814
2024-07-28 5:00,0,68.891,0.018,24.951,998.9823
2024-07-28 6:00,11.84,68.841,0.018,24.969,999.1018
2024-07-28 7:00,145.772,67.686,0.019,26.76,999.1518
2024-07-28 8:00,293.114,65.269,0.019,28.515,998.9714
2024-07-28 9:00,439.205,62.698,0.019,30.185,998.7256
2024-07-28 10:00,631.677,60.308,0.019,31.291,998.51227
2024-07-28 11:00,728.605,57.945,0.019,32.51,998.19965
2024-07-28 12:00,730.433,56.148,0.019,33.288,997.8398
2024-07-28 13:00,767.361,54.031,0.019,33.598,997.17535
2024-07-28 14:00,736.07,51.344,0.018,33.811,996.7312
2024-07-28 15:00,636.195,52.83,0.019,33.573,996.44147
2024-07-28 16:00,499.444,52.711,0.019,32.243,996.3944
2024-07-28 17:00,359.781,52.974,0.019,31.021,996.37854
2024-07-28 18:00,186.595,53.054,0.018,29.606,996.3513
2024-07-28 19:00,39.38,54.908,0.018,28.109,996.6492
2024-07-28 20:00,0,58.195,0.018,26.744,997.0166
2024-07-28 21:00,0,60.81,0.018,25.757,997.31793
2024-07-28 22:00,0,62.472,0.019,25.372,997.1498
2024-07-28 23:00,0,62.929,0.019,25.13,996.9903
2024-07-29 0:00,0,62.662,0.018,24.822,996.77405
2024-07-29 1:00,0,63.907,0.019,25.169,996.4039
2024-07-29 2:00,0,64.579,0.018,25.09,996.02637
2024-07-29 3:00,0,65.062,0.018,25,995.8333
2024-07-29 4:00,0,65.76,0.018,24.999,995.6115
2024-07-29 5:00,0,66.057,0.018,25.064,995.5329
2024-07-29 6:00,11.287,65.903,0.018,25.256,995.6621
2024-07-29 7:00,127.431,64.43,0.019,26.374,995.66644
2024-07-29 8:00,262.528,61.637,0.018,27.488,995.40515
2024-07-29 9:00,393.353,58.846,0.018,28.85,995.3625
2024-07-29 10:00,536.683,58.855,0.018,29.513,995.0744
2024-07-29 11:00,622.1,57.279,0.018,30.284,995.07263
2024-07-29 12:00,655.892,57.315,0.019,31.172,994.8659
2024-07-29 13:00,714.51,54.343,0.018,31.624,994.3413
2024-07-29 14:00,692.981,54.501,0.018,31.462,993.6829
2024-07-29 15:00,648.126,54.752,0.018,31.51,993.2103
2024-07-29 16:00,483.063,54.421,0.018,30.484,992.8207
2024-07-29 17:00,330.041,56.154,0.019,29.338,992.4806
2024-07-29 18:00,170.674,58.158,0.019,28.225,992.3483
2024-07-29 19:00,35.391,60.688,0.019,27.006,992.6227
2024-07-29 20:00,0,62.95,0.018,26.032,992.7634
2024-07-29 21:00,0,64.741,0.018,25.264,992.86755
2024-07-29 22:00,0,66.4,0.018,25.069,992.92896
2024-07-29 23:00,0,67.903,0.018,24.888,992.99255
2024-07-30 0:00,0,68.721,0.018,24.778,993.06213
2024-07-30 1:00,0,61.664,0.018,24.719,993.1205
2024-07-30 2:00,0,61.526,0.018,24.671,992.8662
2024-07-30 3:00,0,61.589,0.018,24.601,992.5882
2024-07-30 4:00,0,62.12,0.018,24.561,992.64465
2024-07-30 5:00,0,62.765,0.018,24.522,992.8048
2024-07-30 6:00,9.918,63.377,0.018,24.616,993.15894
2024-07-30 7:00,124.324,62.571,0.018,25.788,993.33295
2024-07-30 8:00,268.444,60.569,0.018,26.968,993.5288
2024-07-30 9:00,412.718,59.502,0.018,27.869,993.621
2024-07-30 10:00,555.41,56.569,0.018,29.301,993.37103
2024-07-30 11:00,612.174,55.057,0.018,30.586,993.1281
2024-07-30 12:00,681.196,52.891,0.018,31.646,992.8038
2024-07-30 13:00,725.99,51.797,0.018,32.255,992.3296
2024-07-30 14:00,744.92,50.367,0.018,32.474,991.8537
2024-07-30 15:00,685.674,47.593,0.018,32.709,991.5692
2024-07-30 16:00,539.59,47.649,0.018,31.714,991.5243
2024-07-30 17:00,383.856,49.137,0.018,30.395,991.583
2024-07-30 18:00,195.125,51.433,0.018,28.919,991.7469
2024-07-30 19:00,36.165,53.458,0.018,27.152,992.1118
2024-07-30 20:00,0,55.064,0.018,25.613,992.3805
