기상관측일시,습도(%),기온(degC),대기압(mmHg)
2024-08-26 22:00,83.57,27.89,749.20708
2024-08-26 23:00,85.40,27.50,749.02151
2024-08-27 0:00,87.67,27.10,748.88106
2024-08-27 1:00,88.94,26.75,748.65300
2024-08-27 2:00,88.96,26.63,748.34151
2024-08-27 3:00,89.89,26.45,748.12224
2024-08-27 4:00,89.65,26.66,748.04275
2024-08-27 5:00,90.40,26.55,748.32330
2024-08-27 6:00,88.84,26.59,748.49645
2024-08-27 7:00,86.79,26.80,748.91272
2024-08-27 8:00,83.80,26.98,749.22113
2024-08-27 9:00,80.48,27.21,749.51854
2024-08-27 10:00,78.05,27.65,749.79967
2024-08-27 11:00,76.70,27.85,749.63591
2024-08-27 12:00,75.17,27.87,749.34997
2024-08-27 13:00,75.09,28.12,748.79227
2024-08-27 14:00,76.24,28.13,748.48301
2024-08-27 15:00,79.07,27.73,748.32103
2024-08-27 16:00,79.83,27.10,748.50979
2024-08-27 17:00,75.72,27.25,748.79972
2024-08-27 18:00,75.04,27.26,749.15045
2024-08-27 19:00,76.31,26.87,749.58450
2024-08-27 20:00,76.56,26.62,750.26027
2024-08-27 21:00,70.08,26.43,750.60092
2024-08-27 22:00,67.64,26.01,750.82650
2024-08-27 23:00,68.49,25.56,750.96811
2024-08-28 0:00,70.92,25.16,750.90197
2024-08-28 1:00,72.50,24.81,750.80388
2024-08-28 2:00,73.48,24.41,750.65172
2024-08-28 3:00,73.39,24.14,750.57135
2024-08-28 4:00,74.36,23.88,750.57292
2024-08-28 5:00,77.09,23.38,750.85674
2024-08-28 6:00,74.98,23.73,751.20252
2024-08-28 7:00,64.97,26.54,751.36356
2024-08-28 8:00,57.90,28.74,751.51963
2024-08-28 9:00,58.38,28.54,751.73446
2024-08-28 10:00,58.31,28.62,751.67353
2024-08-28 11:00,56.55,29.43,751.30587
2024-08-28 12:00,56.47,30.02,750.89813
2024-08-28 13:00,57.01,30.16,750.70332
2024-08-28 14:00,57.65,30.07,750.44889
2024-08-28 15:00,56.66,30.35,750.11709
2024-08-28 16:00,55.79,30.73,749.99581
2024-08-28 17:00,55.27,30.80,749.89670
2024-08-28 18:00,55.88,30.41,750.17390
2024-08-28 19:00,59.38,29.43,750.30284
2024-08-28 20:00,62.08,28.67,750.57392
2024-08-28 21:00,62.54,28.34,750.93264
2024-08-28 22:00,62.94,27.75,750.89135
2024-08-28 23:00,63.66,27.25,750.82378
2024-08-29 0:00,64.61,26.74,750.74856
2024-08-29 1:00,67.73,26.28,750.50611
2024-08-29 2:00,68.31,25.69,750.46784
2024-08-29 3:00,71.36,25.12,750.21799
2024-08-29 4:00,73.61,24.61,750.05120
2024-08-29 5:00,73.22,24.45,750.04968
2024-08-29 6:00,70.15,24.89,750.24033
2024-08-29 7:00,61.16,27.28,750.45264
2024-08-29 8:00,57.09,28.73,750.41238
2024-08-29 9:00,57.49,29.13,750.15676
2024-08-29 10:00,57.93,29.48,749.74906
2024-08-29 11:00,57.29,30.25,749.29487
2024-08-29 12:00,54.70,31.17,748.73879
2024-08-29 13:00,53.22,31.93,748.28125
2024-08-29 14:00,51.62,32.39,747.97603
2024-08-29 15:00,50.08,32.81,747.67925
2024-08-29 16:00,54.62,31.64,747.80287
2024-08-29 17:00,56.49,30.99,747.85478
2024-08-29 18:00,52.80,31.27,747.96767
2024-08-29 19:00,55.90,30.46,748.27093
2024-08-29 20:00,59.76,29.52,748.49211
2024-08-29 21:00,62.61,28.67,748.62999
2024-08-29 22:00,64.01,28.24,748.68966
2024-08-29 23:00,64.92,27.82,748.73427
2024-08-30 0:00,66.79,27.14,748.69936
2024-08-30 1:00,69.92,26.53,748.41484
2024-08-30 2:00,73.65,25.72,748.20792
2024-08-30 3:00,76.96,25.04,748.21252
2024-08-30 4:00,79.14,24.49,748.26813
2024-08-30 5:00,83.17,23.78,748.63264
2024-08-30 6:00,81.56,24.18,748.94282
2024-08-30 7:00,69.88,26.99,749.03744
2024-08-30 8:00,60.62,29.52,749.01789
2024-08-30 9:00,58.81,29.89,749.18715
2024-08-30 10:00,59.79,30.15,749.11836
2024-08-30 11:00,56.95,31.26,748.74091
2024-08-30 12:00,53.58,31.89,748.34541
2024-08-30 13:00,54.22,32.32,747.97147
2024-08-30 14:00,51.11,32.53,747.57040
2024-08-30 15:00,52.20,32.65,747.37359
2024-08-30 16:00,54.30,32.51,747.30690
2024-08-30 17:00,55.20,32.10,747.37285
2024-08-30 18:00,59.50,30.98,747.50903
2024-08-30 19:00,65.33,29.34,747.72477
2024-08-30 20:00,64.96,28.32,748.36742
2024-08-30 21:00,66.04,27.11,748.88478
2024-08-30 22:00,70.43,26.16,749.00894
2024-08-30 23:00,76.36,25.07,749.21820
2024-08-31 0:00,77.19,24.71,749.25632
2024-08-31 1:00,82.65,23.57,749.30365
2024-08-31 2:00,85.35,23.03,749.29684
2024-08-31 3:00,86.89,22.74,749.29652
2024-08-31 4:00,87.35,22.60,749.34164
2024-08-31 5:00,88.23,22.36,749.79733
2024-08-31 6:00,88.00,22.58,750.12028
2024-08-31 7:00,77.77,25.22,750.29412
2024-08-31 8:00,68.52,27.91,750.39635
2024-08-31 9:00,62.05,28.97,750.61205
2024-08-31 10:00,60.80,28.88,750.54126
2024-08-31 11:00,57.62,29.68,750.22561
2024-08-31 12:00,54.90,30.38,749.88074
2024-08-31 13:00,53.19,30.57,749.48504
2024-08-31 14:00,52.05,31.12,749.10136
2024-08-31 15:00,51.68,31.44,748.83830
2024-08-31 16:00,51.69,31.20,748.74494
2024-08-31 17:00,54.63,31.00,748.87942
2024-08-31 18:00,55.91,30.52,749.07898
2024-08-31 19:00,63.84,29.19,749.41611
2024-08-31 20:00,70.70,27.60,749.71789
2024-08-31 21:00,76.73,26.08,750.06377
2024-08-31 22:00,80.15,25.28,750.33677
2024-08-31 23:00,82.01,24.81,750.62963
2024-09-01 0:00,83.94,24.39,750.69030
2024-09-01 1:00,86.46,24.02,750.70590
2024-09-01 2:00,88.02,23.58,750.89138
2024-09-01 3:00,89.30,23.39,750.79212
2024-09-01 4:00,88.78,23.30,750.72694
2024-09-01 5:00,89.49,23.21,750.76718
2024-09-01 6:00,89.90,23.20,750.87446
2024-09-01 7:00,81.57,25.16,750.93065
2024-09-01 8:00,72.58,27.20,750.84407
2024-09-01 9:00,65.88,28.55,750.93691
2024-09-01 10:00,61.80,29.34,751.03912
2024-09-01 11:00,58.95,30.22,750.74329
2024-09-01 12:00,54.47,31.06,750.33210
2024-09-01 13:00,52.62,31.38,749.97808
2024-09-01 14:00,52.32,31.77,749.54047
2024-09-01 15:00,53.49,31.93,749.29322
2024-09-01 16:00,54.90,31.77,749.22236
2024-09-01 17:00,57.43,30.97,749.16939
2024-09-01 18:00,61.12,30.02,749.15740
2024-09-01 19:00,65.82,28.69,749.53682
2024-09-01 20:00,71.62,27.70,750.15992
2024-09-01 21:00,74.49,26.76,750.35729
2024-09-01 22:00,76.94,26.09,750.52097
2024-09-01 23:00,79.67,25.38,750.56678
2024-09-02 0:00,83.63,24.57,750.72459
2024-09-02 1:00,85.70,24.08,750.70237
2024-09-02 2:00,88.01,23.37,750.65442
2024-09-02 3:00,89.28,23.13,750.53096
2024-09-02 4:00,90.18,22.59,750.47114
2024-09-02 5:00,91.06,22.23,750.57119
2024-09-02 6:00,92.70,22.28,750.88998
2024-09-02 7:00,90.13,22.99,751.12954
2024-09-02 8:00,79.08,25.03,751.33629
2024-09-02 9:00,80.98,25.17,751.78418
2024-09-02 10:00,85.54,25.12,752.11924
2024-09-02 11:00,84.34,25.19,752.03005
2024-09-02 12:00,74.91,25.77,751.74186
2024-09-02 13:00,62.56,26.20,751.47346
2024-09-02 14:00,66.54,26.53,751.30245
2024-09-02 15:00,64.18,27.34,751.31213
2024-09-02 16:00,59.82,27.81,751.35564
2024-09-02 17:00,58.76,27.83,751.34409
2024-09-02 18:00,62.68,27.62,751.38867
2024-09-02 19:00,70.68,26.62,751.73180
2024-09-02 20:00,74.07,25.77,752.31468
2024-09-02 21:00,77.27,25.18,752.59581
2024-09-02 22:00,79.49,24.61,752.93969
2024-09-02 23:00,80.72,24.15,753.14679
2024-09-03 0:00,82.49,23.38,753.37979
2024-09-03 1:00,81.71,23.58,753.34849
2024-09-03 2:00,74.53,24.77,753.44688
2024-09-03 3:00,71.38,25.36,753.50263
2024-09-03 4:00,70.52,25.36,753.61144
2024-09-03 5:00,69.23,25.32,753.83619
2024-09-03 6:00,68.55,25.20,754.13405
2024-09-03 7:00,64.41,26.06,754.32127
2024-09-03 8:00,55.50,27.77,754.54643
2024-09-03 9:00,53.83,27.89,754.78654
2024-09-03 10:00,54.54,28.43,754.58510
2024-09-03 11:00,53.78,29.08,754.19424
2024-09-03 12:00,52.35,29.93,753.62150
2024-09-03 13:00,51.28,30.48,753.12040
2024-09-03 14:00,51.73,30.55,752.65584
2024-09-03 15:00,51.71,30.54,752.25245
2024-09-03 16:00,52.39,30.56,752.08318
2024-09-03 17:00,53.38,30.22,751.98334
2024-09-03 18:00,56.28,29.58,751.99891
2024-09-03 19:00,59.25,28.65,752.27346
2024-09-03 20:00,60.62,28.05,752.65182
2024-09-03 21:00,61.14,27.42,752.84951
2024-09-03 22:00,62.45,26.78,752.96375
2024-09-03 23:00,62.58,26.17,753.22695
2024-09-04 0:00,62.71,25.37,753.31062
2024-09-04 1:00,60.92,24.83,753.24118
2024-09-04 2:00,62.19,24.36,753.11404
2024-09-04 3:00,63.08,23.74,753.03340
2024-09-04 4:00,63.53,23.31,752.84676
2024-09-04 5:00,67.16,22.85,752.94212
2024-09-04 6:00,67.40,22.89,753.33910
2024-09-04 7:00,63.59,24.87,753.43356
2024-09-04 8:00,56.09,26.93,753.42602
2024-09-04 9:00,55.51,27.15,753.41673
2024-09-04 10:00,52.80,28.14,753.17164
2024-09-04 11:00,49.83,29.05,752.58741
2024-09-04 12:00,47.25,29.89,752.07035
2024-09-04 13:00,44.74,30.32,751.47425
2024-09-04 14:00,44.21,30.76,750.72011
2024-09-04 15:00,43.81,31.28,750.24086
2024-09-04 16:00,44.49,31.46,750.03775
2024-09-04 17:00,49.42,31.12,749.91941
2024-09-04 18:00,50.72,30.48,750.01080
2024-09-04 19:00,55.99,29.51,750.48395
2024-09-04 20:00,62.37,28.07,750.93092
2024-09-04 21:00,66.70,26.89,751.09966
2024-09-04 22:00,68.48,26.33,751.30556
2024-09-04 23:00,72.10,26.03,751.55137
2024-09-05 0:00,75.05,25.56,751.40914
2024-09-05 1:00,75.68,25.42,751.24659
2024-09-05 2:00,78.10,24.98,751.09792
2024-09-05 3:00,80.74,24.33,750.81584
2024-09-05 4:00,81.25,24.12,750.81839
2024-09-05 5:00,82.74,23.98,750.96775
2024-09-05 6:00,83.04,24.04,751.24742
2024-09-05 7:00,78.40,25.46,751.36301
2024-09-05 8:00,68.31,27.87,751.26905
2024-09-05 9:00,60.40,30.16,751.09717
2024-09-05 10:00,54.21,31.10,750.93629
2024-09-05 11:00,49.41,31.59,750.68648
2024-09-05 12:00,49.98,32.06,750.31006
2024-09-05 13:00,50.02,32.33,749.98340
2024-09-05 14:00,51.06,32.71,749.60922
2024-09-05 15:00,53.33,32.35,749.55063
2024-09-05 16:00,58.62,31.46,749.66718
2024-09-05 17:00,63.39,30.24,749.94905
2024-09-05 18:00,70.79,28.76,750.24611
2024-09-05 19:00,75.17,27.46,750.48244
2024-09-05 20:00,75.63,27.41,750.81583
2024-09-05 21:00,77.49,27.31,751.16682
2024-09-05 22:00,79.36,27.06,751.27350
2024-09-05 23:00,79.96,26.98,751.32120
2024-09-06 0:00,80.88,26.96,751.24492
2024-09-06 1:00,81.70,26.84,751.28184
2024-09-06 2:00,82.52,26.51,751.49425
2024-09-06 3:00,83.37,26.37,751.53086
2024-09-06 4:00,84.71,26.14,751.67174
2024-09-06 5:00,85.28,26.03,751.85199
2024-09-06 6:00,85.56,25.70,752.20255
2024-09-06 7:00,84.11,25.81,752.46625
2024-09-06 8:00,83.13,26.41,752.74529
2024-09-06 9:00,79.09,27.03,753.14513
2024-09-06 10:00,75.91,27.71,753.34658
2024-09-06 11:00,72.04,28.12,753.27680
2024-09-06 12:00,69.35,28.45,753.03754
2024-09-06 13:00,66.79,28.62,752.85723
2024-09-06 14:00,64.49,28.28,752.59130
2024-09-06 15:00,64.19,28.48,752.58525
2024-09-06 16:00,70.87,27.91,752.71832
2024-09-06 17:00,84.60,25.87,753.20328
2024-09-06 18:00,89.40,24.63,753.32345
2024-09-06 19:00,90.82,24.76,753.51558
2024-09-06 20:00,89.55,24.91,754.02181
2024-09-06 21:00,87.56,24.93,754.32216
2024-09-06 22:00,88.88,24.78,754.22906
2024-09-06 23:00,88.66,24.79,754.07483
2024-09-07 0:00,88.47,24.75,754.17730
2024-09-07 1:00,90.04,24.67,754.19921
2024-09-07 2:00,88.30,24.57,754.27860
2024-09-07 3:00,89.53,24.40,754.26128
2024-09-07 4:00,90.60,24.36,754.36998
2024-09-07 5:00,91.24,24.35,754.53227
2024-09-07 6:00,91.71,24.36,754.80397
2024-09-07 7:00,89.91,24.75,755.02560
2024-09-07 8:00,82.00,26.01,755.08588
2024-09-07 9:00,75.79,27.05,755.26059
2024-09-07 10:00,70.50,28.26,755.13227
2024-09-07 11:00,67.64,28.91,754.94870
2024-09-07 12:00,63.24,29.89,754.60214
2024-09-07 13:00,60.11,30.73,754.24456
2024-09-07 14:00,58.68,31.30,753.86369
2024-09-07 15:00,56.46,31.68,753.58938
2024-09-07 16:00,57.92,31.15,753.51607
2024-09-07 17:00,59.85,30.73,753.67341
2024-09-07 18:00,64.45,30.30,753.85597
2024-09-07 19:00,66.63,29.28,754.20538
2024-09-07 20:00,68.13,28.45,754.83980
2024-09-07 21:00,71.22,27.85,754.96519
2024-09-07 22:00,75.32,27.09,755.11019
2024-09-07 23:00,79.20,26.33,755.12276
2024-09-08 0:00,82.44,25.45,755.27639
2024-09-08 1:00,85.70,24.72,755.45722
2024-09-08 2:00,87.13,24.33,755.45698
2024-09-08 3:00,88.17,24.09,755.43056
2024-09-08 4:00,90.09,23.77,755.49373
2024-09-08 5:00,92.99,23.24,755.54042
2024-09-08 6:00,93.54,22.94,755.75360
2024-09-08 7:00,92.64,22.84,756.01960
2024-09-08 8:00,89.24,23.74,756.08831
2024-09-08 9:00,77.90,26.28,756.01976
2024-09-08 10:00,68.30,28.12,755.63152
2024-09-08 11:00,62.04,29.21,755.03836
2024-09-08 12:00,55.77,30.15,754.57163
2024-09-08 13:00,52.06,30.87,754.10201
2024-09-08 14:00,50.81,31.65,753.65057
2024-09-08 15:00,52.64,31.98,753.34369
2024-09-08 16:00,52.42,31.93,753.26037
2024-09-08 17:00,52.79,31.58,753.38157
2024-09-08 18:00,53.19,30.63,753.46667
2024-09-08 19:00,59.93,28.90,753.75457
2024-09-08 20:00,67.82,27.40,754.22689
2024-09-08 21:00,70.25,26.58,754.54172
2024-09-08 22:00,74.38,26.01,754.73223
2024-09-08 23:00,77.92,25.51,754.75342
2024-09-09 0:00,79.70,25.36,754.61302
2024-09-09 1:00,80.61,25.01,754.47982
2024-09-09 2:00,82.55,24.66,754.50073
2024-09-09 3:00,84.35,24.43,754.52632
2024-09-09 4:00,85.45,24.40,754.49277
2024-09-09 5:00,86.06,24.07,754.65091
2024-09-09 6:00,84.57,24.44,754.98601
2024-09-09 7:00,80.71,25.66,755.14991
2024-09-09 8:00,69.86,28.42,755.18026
2024-09-09 9:00,66.13,29.24,755.27201
2024-09-09 10:00,64.65,29.84,755.11770
2024-09-09 11:00,61.55,30.97,754.57041
2024-09-09 12:00,58.98,31.64,753.96627
2024-09-09 13:00,55.77,32.27,753.55584
2024-09-09 14:00,52.61,32.87,753.26805
2024-09-09 15:00,50.51,33.23,753.01678
2024-09-09 16:00,52.29,33.17,752.81441
2024-09-09 17:00,55.90,32.84,752.88752
2024-09-09 18:00,58.33,31.92,753.02877
2024-09-09 19:00,66.47,30.53,753.44035
2024-09-09 20:00,71.01,29.79,754.05199
2024-09-09 21:00,72.17,29.26,754.36202
2024-09-09 22:00,74.73,28.55,754.38461
2024-09-09 23:00,76.01,28.08,754.39125
2024-09-10 0:00,78.75,27.34,754.36016
2024-09-10 1:00,83.70,26.53,754.37751
2024-09-10 2:00,85.10,26.13,754.23047
2024-09-10 3:00,82.85,26.22,754.35416
2024-09-10 4:00,78.74,26.48,754.45390
2024-09-10 5:00,78.49,26.36,754.59956
2024-09-10 6:00,77.08,26.29,754.90115
2024-09-10 7:00,70.00,27.89,755.12845
2024-09-10 8:00,63.13,29.48,755.30473
2024-09-10 9:00,61.86,29.77,755.46300
2024-09-10 10:00,58.91,30.86,755.20444
2024-09-10 11:00,55.58,31.90,754.78000
2024-09-10 12:00,52.52,32.82,754.33675
2024-09-10 13:00,48.93,33.53,753.92027
2024-09-10 14:00,46.98,33.76,753.57108
2024-09-10 15:00,45.89,34.05,753.31029
2024-09-10 16:00,43.60,34.25,753.14651
2024-09-10 17:00,47.41,34.04,753.25641
2024-09-10 18:00,55.77,33.35,753.40763
2024-09-10 19:00,61.34,31.87,753.93228
2024-09-10 20:00,67.57,30.38,754.63042
2024-09-10 21:00,71.97,29.38,754.93626
2024-09-10 22:00,75.14,28.52,755.08018
2024-09-10 23:00,78.08,27.88,755.29850
2024-09-11 0:00,79.77,27.09,755.37166
2024-09-11 1:00,80.41,26.72,755.56794
2024-09-11 2:00,81.72,26.38,755.84466
2024-09-11 3:00,81.78,26.02,755.95561
2024-09-11 4:00,85.09,25.77,756.14929
2024-09-11 5:00,85.38,25.75,756.48723
2024-09-11 6:00,85.27,25.82,756.76754
2024-09-11 7:00,82.01,26.69,756.81743
2024-09-11 8:00,72.94,28.74,756.89578
2024-09-11 9:00,68.93,29.90,756.91475
2024-09-11 10:00,68.34,30.32,756.98553
2024-09-11 11:00,63.97,31.57,756.61649
2024-09-11 12:00,59.88,32.65,756.08621
2024-09-11 13:00,54.76,33.21,755.56948
2024-09-11 14:00,54.55,33.48,755.10247
2024-09-11 15:00,52.34,33.67,754.82922
2024-09-11 16:00,62.04,31.76,755.15185
2024-09-11 17:00,81.62,27.32,756.04076
2024-09-11 18:00,88.65,26.77,756.37246
2024-09-11 19:00,90.40,26.34,756.52883
2024-09-11 20:00,91.85,26.06,756.87474
2024-09-11 21:00,91.54,26.08,757.31301
2024-09-11 22:00,92.11,26.13,757.37570
2024-09-11 23:00,91.56,26.26,757.06444
2024-09-12 0:00,93.03,26.10,756.85448
2024-09-12 1:00,93.00,26.21,756.62465
2024-09-12 2:00,92.16,26.36,756.56136
2024-09-12 3:00,91.97,26.32,756.43156
2024-09-12 4:00,92.07,26.27,756.45376
2024-09-12 5:00,91.94,26.24,756.66234
2024-09-12 6:00,93.89,26.11,756.59718
2024-09-12 7:00,92.73,26.43,756.60686
2024-09-12 8:00,89.79,26.97,756.69659
2024-09-12 9:00,86.71,27.65,756.58098
2024-09-12 10:00,82.34,28.54,756.33072
2024-09-12 11:00,79.94,29.07,756.14424
2024-09-12 12:00,77.72,29.57,755.85985
2024-09-12 13:00,74.01,30.37,755.33943
2024-09-12 14:00,72.82,30.14,755.04618
2024-09-12 15:00,84.42,27.54,755.16201
2024-09-12 16:00,86.89,27.11,755.07432
2024-09-12 17:00,86.12,27.17,755.18000
2024-09-12 18:00,86.68,27.06,755.05380
2024-09-12 19:00,87.49,26.85,755.00210
2024-09-12 20:00,90.04,26.51,755.20454
2024-09-12 21:00,91.21,26.30,755.26041
2024-09-12 22:00,92.84,25.95,755.01848
2024-09-12 23:00,91.80,25.86,754.60420
2024-09-13 0:00,91.13,25.75,754.26912
2024-09-13 1:00,92.06,25.55,753.91696
2024-09-13 2:00,92.65,25.44,753.65448
2024-09-13 3:00,92.26,25.45,753.39634
2024-09-13 4:00,91.91,25.48,753.14469
2024-09-13 5:00,91.67,25.55,753.11674
2024-09-13 6:00,92.77,25.45,753.28614
2024-09-13 7:00,91.42,25.61,753.39244
2024-09-13 8:00,88.22,26.25,753.38523
2024-09-13 9:00,79.46,28.12,753.11805
2024-09-13 10:00,74.08,29.59,752.65482
2024-09-13 11:00,61.69,31.34,752.04047
2024-09-13 12:00,61.49,32.14,751.46974
2024-09-13 13:00,60.57,32.27,750.98831
2024-09-13 14:00,58.54,32.60,750.57197
2024-09-13 15:00,58.75,32.56,750.30201
2024-09-13 16:00,61.39,32.16,750.24218
2024-09-13 17:00,64.18,31.24,750.12874
2024-09-13 18:00,68.50,30.42,749.90665
2024-09-13 19:00,76.19,29.02,750.02649
2024-09-13 20:00,79.08,28.20,750.35298
2024-09-13 21:00,81.55,27.51,750.57112
2024-09-13 22:00,82.31,27.11,750.62315
2024-09-13 23:00,84.26,26.89,750.48482
2024-09-14 0:00,85.05,26.71,750.27623
2024-09-14 1:00,87.12,26.34,749.86610
2024-09-14 2:00,87.22,26.07,749.61373
2024-09-14 3:00,89.46,25.91,749.39398
2024-09-14 4:00,88.89,25.87,749.28474
2024-09-14 5:00,90.77,26.02,749.49205
2024-09-14 6:00,90.83,25.97,749.66353
2024-09-14 7:00,80.97,28.00,749.77234
2024-09-14 8:00,74.17,29.82,749.87175
2024-09-14 9:00,68.85,30.55,749.98591
2024-09-14 10:00,61.68,31.79,749.96541
2024-09-14 11:00,61.59,31.71,749.61238
2024-09-14 12:00,60.60,31.99,749.10495
2024-09-14 13:00,57.00,32.75,748.56913
2024-09-14 14:00,55.99,33.35,748.11612
2024-09-14 15:00,63.10,32.60,747.81329
2024-09-14 16:00,64.94,32.24,747.88739
2024-09-14 17:00,68.00,31.45,748.12686
2024-09-14 18:00,69.20,30.89,748.23656
2024-09-14 19:00,73.64,30.18,748.79733
2024-09-14 20:00,78.22,29.25,749.40723
2024-09-14 21:00,78.08,29.05,749.80845
2024-09-14 22:00,81.12,28.30,750.00460
2024-09-14 23:00,81.91,27.99,749.94929
2024-09-15 0:00,85.22,27.44,749.78389
2024-09-15 1:00,85.28,27.06,749.86078
2024-09-15 2:00,88.11,26.67,750.00370
2024-09-15 3:00,88.66,26.53,750.24466
2024-09-15 4:00,89.10,26.34,750.28947
2024-09-15 5:00,88.62,26.25,750.56751
2024-09-15 6:00,88.32,26.33,750.97184
2024-09-15 7:00,85.75,26.89,751.23277
2024-09-15 8:00,78.31,28.48,751.38276
2024-09-15 9:00,73.59,29.47,751.31460
2024-09-15 10:00,67.62,30.49,751.40879
2024-09-15 11:00,62.69,31.53,751.15682
2024-09-15 12:00,58.96,32.02,751.01732
2024-09-15 13:00,55.73,32.54,750.85895
2024-09-15 14:00,52.18,33.10,750.50978
2024-09-15 15:00,53.28,33.37,750.25661
2024-09-15 16:00,52.43,33.51,750.50810
2024-09-15 17:00,52.52,33.47,750.91421
2024-09-15 18:00,57.73,32.62,751.43704
2024-09-15 19:00,61.45,31.56,752.04891
2024-09-15 20:00,64.00,30.65,752.89801
2024-09-15 21:00,63.64,29.68,753.66931
2024-09-15 22:00,64.76,28.85,754.24666
2024-09-15 23:00,65.83,28.28,754.42515
2024-09-16 0:00,66.73,27.86,754.69278
2024-09-16 1:00,67.27,27.50,754.87474
2024-09-16 2:00,68.22,27.19,754.95167
2024-09-16 3:00,69.10,26.78,754.90374
2024-09-16 4:00,69.59,26.58,755.06403
2024-09-16 5:00,70.25,26.40,755.30163
2024-09-16 6:00,70.00,26.55,755.58913
2024-09-16 7:00,64.95,28.09,755.86703
2024-09-16 8:00,65.67,28.02,756.06586
2024-09-16 9:00,63.75,28.77,756.26895
2024-09-16 10:00,63.10,29.08,756.33865
2024-09-16 11:00,61.58,30.00,756.29265
2024-09-16 12:00,60.79,30.41,756.11308
2024-09-16 13:00,59.99,30.87,755.79541
2024-09-16 14:00,60.42,30.99,755.70008
2024-09-16 15:00,60.77,31.04,755.66030
2024-09-16 16:00,61.85,30.96,755.61504
2024-09-16 17:00,64.19,30.46,755.69482
2024-09-16 18:00,66.94,29.81,755.87401
2024-09-16 19:00,69.08,29.50,756.14763
2024-09-16 20:00,69.63,29.24,756.48553
2024-09-16 21:00,70.39,28.98,756.71882
2024-09-16 22:00,72.09,28.72,756.81158
2024-09-16 23:00,74.06,28.28,756.72725
2024-09-17 0:00,77.21,27.75,756.59433
2024-09-17 1:00,79.57,27.33,756.51951
2024-09-17 2:00,81.47,27.05,756.40210
2024-09-17 3:00,81.62,26.93,756.28576
2024-09-17 4:00,84.69,26.43,756.31790
2024-09-17 5:00,85.95,26.11,756.43535
2024-09-17 6:00,87.48,25.90,756.48171
2024-09-17 7:00,79.48,27.57,756.73770
2024-09-17 8:00,70.86,29.50,756.67868
2024-09-17 9:00,68.52,30.44,756.64015
2024-09-17 10:00,64.44,31.62,756.46054
2024-09-17 11:00,61.17,32.70,756.11233
2024-09-17 12:00,56.01,33.07,755.71831
2024-09-17 13:00,53.49,33.39,755.17936
2024-09-17 14:00,51.49,33.85,754.71949
2024-09-17 15:00,51.30,34.07,754.27208
2024-09-17 16:00,53.14,34.17,754.08457
2024-09-17 17:00,59.74,33.59,754.24601
2024-09-17 18:00,64.14,32.59,754.40530
2024-09-17 19:00,67.46,31.57,754.71644
2024-09-17 20:00,70.40,30.76,755.03242
2024-09-17 21:00,76.74,29.66,755.07015
2024-09-17 22:00,76.92,29.49,755.03963
2024-09-17 23:00,78.87,29.10,754.89771
2024-09-18 0:00,81.70,28.50,754.79940
2024-09-18 1:00,84.33,28.01,754.72023
2024-09-18 2:00,85.78,27.64,754.70112
2024-09-18 3:00,87.52,27.41,754.71504
2024-09-18 4:00,87.23,27.51,754.85716
2024-09-18 5:00,87.70,27.44,754.96259
2024-09-18 6:00,89.02,27.28,755.02091
2024-09-18 7:00,87.56,27.57,755.19621
2024-09-18 8:00,79.72,29.35,755.26960
2024-09-18 9:00,74.84,30.39,755.50721
2024-09-18 10:00,71.95,31.23,755.34679
2024-09-18 11:00,65.78,32.73,754.86354
2024-09-18 12:00,61.75,33.56,754.45933
2024-09-18 13:00,59.34,34.13,754.01536
2024-09-18 14:00,59.92,34.20,753.59689
2024-09-18 15:00,65.67,33.13,753.27987
2024-09-18 16:00,67.00,32.88,753.46510
2024-09-18 17:00,66.43,30.60,754.22725
2024-09-18 18:00,80.02,27.54,754.91311
2024-09-18 19:00,89.93,26.01,756.04489
2024-09-18 20:00,91.79,25.44,756.35734
2024-09-18 21:00,91.99,25.63,756.04935
2024-09-18 22:00,90.00,25.83,755.98670
2024-09-18 23:00,88.20,26.05,755.77209
2024-09-19 0:00,87.89,25.99,755.49825
2024-09-19 1:00,89.10,25.81,755.45690
2024-09-19 2:00,90.28,25.62,755.38689
2024-09-19 3:00,91.22,25.44,755.38111
2024-09-19 4:00,91.92,25.33,755.64984
2024-09-19 5:00,93.00,25.05,755.70157
2024-09-19 6:00,93.81,24.86,755.96395
2024-09-19 7:00,91.19,25.52,756.17521
2024-09-19 8:00,84.39,26.90,756.37373
2024-09-19 9:00,79.29,28.25,756.48480
2024-09-19 10:00,76.13,29.57,756.22310
2024-09-19 11:00,70.55,31.03,755.72629
2024-09-19 12:00,60.57,32.27,755.27454
2024-09-19 13:00,56.35,32.98,754.90754
2024-09-19 14:00,56.56,33.19,754.47726
2024-09-19 15:00,58.56,32.90,754.09785
2024-09-19 16:00,58.78,32.81,753.95537
2024-09-19 17:00,61.38,32.41,754.10724
2024-09-19 18:00,67.21,31.73,754.30917
2024-09-19 19:00,72.27,30.76,754.44200
2024-09-19 20:00,79.21,29.57,754.79616
2024-09-19 21:00,83.09,28.80,754.92439
2024-09-19 22:00,84.20,28.31,755.05294
2024-09-19 23:00,83.06,28.23,754.79616
2024-09-20 0:00,84.25,28.28,754.46716
2024-09-20 1:00,87.16,27.96,754.21714
2024-09-20 2:00,88.99,27.67,754.04464
2024-09-20 3:00,89.42,27.46,753.96969
